subject activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tGravityAccMag-mean() tGravityAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroMag-mean() tBodyGyroMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAcc-meanFreq()-X fBodyAcc-meanFreq()-Y fBodyAcc-meanFreq()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyAccJerk-meanFreq()-X fBodyAccJerk-meanFreq()-Y fBodyAccJerk-meanFreq()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyGyro-meanFreq()-X fBodyGyro-meanFreq()-Y fBodyGyro-meanFreq()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyAccMag-meanFreq() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyAccJerkMag-meanFreq() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() fBodyBodyGyroMag-meanFreq() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-std() fBodyBodyGyroJerkMag-meanFreq()
1 STANDING 0.27688027 -0.012721805 -0.10343832 -0.99481511 -0.97307692 -0.98535702 -0.99550927 -0.97394796 -0.98517247 -0.94002751 -0.55459369 -0.81585037 0.84544241 0.68475694 0.83845531 -0.9878826 -0.99996466 -0.99972388 -0.99966654 -0.99586811 -0.98026464 -0.98275516 -0.62899733 -0.3967477 -0.42390021 0.3455076 -0.17399563 0.17812281 0.16944389 -0.020162546 0.13603355 -0.11440555 0.24337464 0.30091239 -0.076444539 0.081957156 0.15267874 0.0085036618 -0.35591621 0.22730862 0.96920266 -0.15236144 0.081258077 -0.99726455 -0.98648794 -0.99469268 -0.99738579 -0.98585056 -0.99474436 0.89494092 -0.17248553 0.073598516 0.98782618 -0.12692295 0.083047547 -0.42413438 0.91482867 -0.96520249 -0.98868542 -0.99761938 -0.98410463 -0.99535648 -1 -1 -1 -0.34724955 0.38440621 -0.42220843 0.46073208 -0.28576279 0.23891514 -0.23875074 0.25912807 -0.16737037 0.21862019 -0.27037227 0.32024321 0.72373488 0.21537683
1 STANDING 0.27622817 -0.021441302 -0.10820234 -0.99824595 -0.98721376 -0.99272659 -0.99825127 -0.98599654 -0.99318188 -0.94390578 -0.57142214 -0.82069493 0.85053227 0.6865276 0.84601343 -0.9946236 -0.99999109 -0.99988649 -0.99987904 -0.99747424 -0.9848678 -0.99293629 -0.83802192 -0.7750713 -0.60257621 0.34296593 -0.32393811 0.37100591 -0.10756761 0.2359226 -0.12935302 0.019638015 0.11829586 0.53825701 -0.20844565 0.35594639 -0.13041131 -0.26723866 -0.11897109 0.1655597 0.96925328 -0.15006376 0.082931213 -0.99812719 -0.99482045 -0.99230114 -0.99810433 -0.99494978 -0.99228907 0.89494092 -0.17248553 0.074662215 0.98861347 -0.12340878 0.083129108 -0.42580589 0.91496274 -0.96639363 -0.98817785 -0.99776094 -0.99549579 -0.99257602 -1 -1 -0.69366377 -0.3704154 0.37605091 -0.38122979 0.38607061 -0.48408907 0.4414063 -0.43185991 0.43728063 0.021171526 -0.0013303972 -0.018672222 0.037008721 -0.35521247 -0.91145953
1 STANDING 0.278457 -0.020414761 -0.11273172 -0.99913488 -0.98468004 -0.99627424 -0.99907654 -0.98293702 -0.99641031 -0.94390578 -0.56970419 -0.82503369 0.85206858 0.6865276 0.84601343 -0.99511608 -0.9999963 -0.99987726 -0.99991888 -0.99838369 -0.98062478 -0.9952756 -0.84967219 -0.67399747 -0.75465919 0.15746199 -0.046057965 0.048849273 0.0049067399 0.29651622 -0.17940914 0.1371759 -0.13203679 0.27060202 0.034357912 -0.070439343 0.099257233 -0.035235838 -0.15630495 0.11396453 0.9689963 -0.1523621 0.083150803 -0.99915165 -0.98730738 -0.99361292 -0.99918699 -0.98674895 -0.99361409 0.89436796 -0.1726059 0.074662215 0.98861347 -0.12646746 0.083771745 -0.41947189 0.91428105 -0.96520364 -0.98811148 -0.99916339 -0.9849496 -0.99361721 -1 -1 -0.69252448 -0.25762636 0.26148898 -0.26446874 0.26666447 -0.40000946 0.34690751 -0.33209989 0.33473553 0.0063029914 0.011595614 -0.029685494 0.046128667 -0.52808146 -0.2221837
1 STANDING 0.27717497 -0.014712802 -0.10675647 -0.99918834 -0.99052638 -0.99336501 -0.99921135 -0.99068725 -0.99216753 -0.94332286 -0.56935747 -0.8225147 0.85203494 0.6926473 0.8463496 -0.99656409 -0.9999967 -0.99993598 -0.99988867 -0.99808164 -0.99289029 -0.99008837 -0.88821474 -0.55377311 -0.55088154 0.41209703 -0.12823691 0.26507977 0.067705297 0.28913632 -0.24061545 0.31522278 -0.15240411 0.1805776 0.050365858 -0.039835807 -0.0099919957 0.043618841 -0.14385258 0.097965304 0.96904398 -0.15414125 0.081819604 -0.99957758 -0.99425118 -0.99511053 -0.99961472 -0.9942071 -0.99541542 0.89436796 -0.17551413 0.0740879 0.98889992 -0.12646746 0.083557737 -0.4181058 0.91440745 -0.96428473 -0.988517 -0.99973245 -0.99408745 -0.99632492 -1 -1 -0.90585081 -0.12575752 0.1681644 -0.21004093 0.2513952 -0.31762766 0.25529774 -0.23638524 0.23733237 -0.10605303 0.13306446 -0.16037066 0.1858735 0.39554996 0.96094431
1 STANDING 0.29794572 0.027093908 -0.061668123 -0.98864079 -0.8166986 -0.90190653 -0.98895795 -0.79428042 -0.8880146 -0.92597669 -0.44846574 -0.73057881 0.84866648 0.68064999 0.83820463 -0.90380553 -0.99980374 -0.98939981 -0.99119755 -0.98937379 -0.76953683 -0.86902871 -0.16320286 0.054644779 0.07300286 0.15786284 -0.16033638 0.19031876 -0.32183034 -0.31540154 0.2793659 -0.30721057 0.3426212 -0.082974088 0.02734429 -0.046471172 -0.086541692 0.82187193 0.73765624 0.94534472 0.94489486 -0.29262334 -0.021435523 -0.9640453 -0.81461226 -0.86787383 -0.96497881 -0.81020875 -0.86139137 0.87758813 -0.2777543 -0.0073619503 0.94674897 -0.31953731 -0.047335567 -0.21978717 0.85095811 -0.85222007 -0.9977753 -0.96778404 -0.80352373 -0.84509268 -0.71693773 -1 -1 -0.45115692 0.44635787 -0.44147083 0.43665655 -0.96405311 0.96424812 -0.96696057 0.97066809 -0.95151825 0.95737213 -0.96273843 0.96422055 0.9820383 0.92022158
1 STANDING 0.27920345 -0.023020143 -0.12208028 -0.99683904 -0.97484812 -0.98338551 -0.99709389 -0.97333193 -0.98406535 -0.9417158 -0.57093916 -0.81763455 0.84866648 0.68064999 0.83820463 -0.98440195 -0.99998138 -0.99972099 -0.99936633 -0.99668414 -0.97504864 -0.98384372 -0.62797094 -0.66763441 -0.76162511 0.2910437 -0.16003429 0.14497072 0.067883442 0.14561603 -0.19285001 0.055579133 0.24927042 0.33757355 -0.26116712 0.17672842 -0.22223962 0.32959319 0.23799944 0.53873094 0.95201342 -0.26311695 -0.0035761635 -0.99509379 -0.97591253 -0.97119457 -0.9959044 -0.97876537 -0.97385708 0.8781599 -0.2777543 -0.0073619503 0.96863457 -0.24813963 -0.014843606 -0.33394807 0.86950975 -0.88412852 -0.9997959 -0.99845481 -0.9820519 -0.97734475 -1 -1 -1 -0.66801068 0.67166052 -0.67509047 0.67846138 -0.96439533 0.96725218 -0.97278759 0.97927881 -0.94062246 0.95243163 -0.96382577 0.97140009 0.58269297 0.64056672
1 STANDING 0.27903836 -0.014800378 -0.11684896 -0.99694116 -0.98186562 -0.98257653 -0.99721998 -0.98161964 -0.98133604 -0.9417158 -0.56349958 -0.8242149 0.85257303 0.6888947 0.83839767 -0.98929607 -0.99998225 -0.99985807 -0.99951471 -0.99667618 -0.98359476 -0.97765292 -0.64563295 -0.48190674 -0.67691584 0.19314486 -0.040289908 0.10950497 -0.046524407 0.3397507 -0.4080555 0.42869234 -0.094966866 0.27391497 -0.229932 0.075729287 0.0059085062 0.28049739 0.12711242 0.53834512 0.95272437 -0.26509148 -0.0077089922 -0.99928053 -0.99197906 -0.97103653 -0.99928627 -0.99344395 -0.97117875 0.8781599 -0.28062914 -0.0084768639 0.97277627 -0.23590783 -0.010778031 -0.31617569 0.87137227 -0.88229013 -0.99961135 -0.99937811 -0.99672713 -0.97109518 -1 -1 -1 -0.28317597 0.30319968 -0.322605 0.34146445 -0.79164383 0.77838014 -0.77872672 0.7850238 -0.63926683 0.6476996 -0.65591524 0.66103583 -0.58100374 -0.41060157
1 STANDING 0.2801349 -0.013916951 -0.10637048 -0.99769492 -0.98751567 -0.99040744 -0.99801432 -0.98795448 -0.99219012 -0.94207598 -0.56349958 -0.81589176 0.84985145 0.69387601 0.83839767 -0.99490653 -0.99998663 -0.99990377 -0.99982273 -0.99790967 -0.99010203 -0.99370816 -0.64211168 -0.49609317 -0.54455916 0.33571602 -0.13604554 0.20566682 -0.047574216 0.2035949 -0.22658795 0.37931261 -0.213396 0.10140072 -0.0072708945 0.076415062 -0.15366061 0.15336261 -0.097573537 0.1283793 0.95306401 -0.26471825 -0.011556695 -0.99863217 -0.99238313 -0.99072749 -0.99864869 -0.99196677 -0.99118363 0.87888016 -0.28303343 -0.016709792 0.97297016 -0.23590783 -0.010778031 -0.30625479 0.87226299 -0.88264601 -0.99941329 -0.99861375 -0.99150548 -0.9918677 -1 -1 -1 -0.27375121 0.30426162 -0.33499689 0.36602841 -0.47077138 0.42811315 -0.41931813 0.42565287 -0.30192345 0.30086211 -0.29950365 0.29561713 0.95408754 0.42776015
1 STANDING 0.27773106 -0.018210718 -0.10918803 -0.99749074 -0.99322197 -0.99612795 -0.99790305 -0.99271072 -0.99649182 -0.94487012 -0.57509103 -0.81589176 0.84715408 0.69259112 0.84722607 -0.99814286 -0.99998657 -0.99996318 -0.99994398 -0.99748035 -0.99383785 -0.99522186 -0.70181918 -0.75322464 -0.66981175 0.32257202 -0.13541257 -0.018095622 0.36422547 0.20138733 -0.11428477 0.27952899 -0.092519141 0.46136184 -0.24245035 0.41730391 -0.15496366 0.19087473 -0.045007306 0.030811416 0.95360569 -0.26305774 -0.011094388 -0.9987754 -0.99697129 -0.99493392 -0.99878426 -0.99737161 -0.99548274 0.87908726 -0.28300845 -0.01925744 0.97325777 -0.23427394 -0.010586199 -0.31095781 0.87368389 -0.88422429 -0.99944712 -0.99878363 -0.99823449 -0.99719962 -1 -1 -1 -0.42062727 0.46972548 -0.51949425 0.56999098 -0.33754638 0.29686518 -0.2996823 0.32152828 -0.18313092 0.19806161 -0.21295226 0.22565888 0.89428322 0.91980763
1 STANDING 0.27556818 -0.016979698 -0.11142918 -0.99781139 -0.9905223 -0.99762104 -0.99820522 -0.98946983 -0.99719303 -0.94566163 -0.57334183 -0.82658225 0.84715408 0.69259112 0.84750921 -0.99741806 -0.9999879 -0.9999465 -0.99995659 -0.99843035 -0.99035381 -0.99445805 -0.80591961 -0.66103907 -0.72913892 0.28494538 -0.12178053 -0.074247996 0.53600328 0.21198761 -0.20414878 0.41598224 -0.27171674 0.54289847 -0.3334753 0.40217759 -0.0091204808 0.1109392 0.074452759 0.25549758 0.95359464 -0.26348997 -0.011425851 -0.9987486 -0.99585747 -0.99422799 -0.99875625 -0.99563345 -0.99421047 0.87908726 -0.28300845 -0.01925744 0.97336429 -0.23399273 -0.010399701 -0.30891958 0.8736549 -0.88381482 -0.99942462 -0.99866212 -0.99517799 -0.99390774 -1 -1 -1 -0.43365517 0.47801048 -0.52273333 0.56788474 -0.24496335 0.18790487 -0.17925064 0.19196445 -0.1620034 0.19508609 -0.22845925 0.259883 0.95136401 0.99525197
1 STANDING 0.27756171 -0.014318487 -0.10787724 -0.99790424 -0.99431129 -0.99595166 -0.99836517 -0.99360447 -0.99559481 -0.94147242 -0.57295816 -0.82002259 0.85161294 0.69476646 0.84750921 -0.99810107 -0.99998932 -0.9999577 -0.99994167 -0.99822682 -0.99306092 -0.9939991 -0.74225103 -0.60838995 -0.62526153 0.40506799 -0.21790843 0.17636191 0.25502192 0.29412943 -0.2519759 0.3568113 -0.08019562 0.40504432 -0.090444859 0.035136329 0.1328816 0.067142244 -0.039385653 0.20571749 0.95313551 -0.2634369 -0.012458678 -0.9990282 -0.99464403 -0.99675098 -0.99907622 -0.99477697 -0.9968874 0.87877147 -0.28187025 -0.020073203 0.97318829 -0.23399273 -0.010411871 -0.30718679 0.87245047 -0.88386424 -0.99935397 -0.99920071 -0.99491334 -0.99723758 -1 -1 -1 -0.30425282 0.35550763 -0.40744318 0.46010008 -0.0624868 -0.021620615 0.04599621 -0.043129492 -0.12315625 0.15722109 -0.19160825 0.2241376 -0.35804548 0.87796408
1 STANDING 0.27715238 -0.017983328 -0.10660117 -0.99776322 -0.98995727 -0.99658567 -0.99829082 -0.9896687 -0.99670045 -0.94147242 -0.57295816 -0.81751965 0.84968627 0.68945922 0.84986038 -0.99765121 -0.99998837 -0.999941 -0.99994895 -0.99823553 -0.99036905 -0.9953074 -0.74225103 -0.73493716 -0.60461322 0.44536515 -0.24991967 0.28219017 -0.1142313 0.39844752 -0.17642482 0.091882618 0.18063909 0.46733893 -0.074143456 0.037623525 0.037902118 0.11619943 0.10881227 0.11959726 0.95318325 -0.26189643 -0.012015606 -0.99904052 -0.99499448 -0.99536331 -0.99894485 -0.99516342 -0.99527454 0.8786168 -0.28149769 -0.019785586 0.97318829 -0.23351308 -0.010411871 -0.31246224 0.87257568 -0.88531821 -0.99938473 -0.99883819 -0.99575777 -0.99485478 -1 -1 -1 -0.25887419 0.29814548 -0.33736856 0.37658596 0.10921283 -0.20379003 0.22729581 -0.21856636 -0.022626448 0.073367805 -0.12466537 0.17438906 0.79214304 0.95708072
